Unnamed: 0,product_name,sales_price,brand,colour,child_category,reviews,product_url,medium,cleaned_reviews,sentiment,predicted_sentiment
9377,DAZZIO Solid Slim Fit Green Casual Shirt (Please Refer Size Chart),414,dazzio,bottel green,MensCasualShirts,Soft fabric and vibrant color.,https://www.amazon.in/dazzio-Solid-Casual-DZSH720_Green_38-Please/dp/B06Y47RB8K/,https://images-na.ssl-images-amazon.com/images/I/41hMofY2mXL.jpg|https://images-na.ssl-images-amazon.com/images/I/31R%2B-s%2BSAuL.jpg|https://images-na.ssl-images-amazon.com/images/I/41D%2BoE3CoZL.jpg|https://images-na.ssl-images-amazon.com/images/I/41anCo0jOWL.jpg|https://images-na.ssl-images-amazon.com/images/I/4160NWg0cEL.jpg|https://images-na.ssl-images-amazon.com/images/I/5190LIftv%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/41xm1eoMosL.jpg,soft fabric vibrant color,1,1
9407,BASICS Slim Fit Rio Red Checks Shirt,455,Big Accessories,Green,MensCasualShirts,"Amazing fit, looks great!",https://www.amazon.in/BASICS-Slim-Fit-Checks-Shirt_XL/dp/B0765TK42D/,https://images-na.ssl-images-amazon.com/images/I/41P40-4SZAL.jpg|https://images-na.ssl-images-amazon.com/images/I/412HcG7cQzL.jpg,amazing fit look great,1,1
9419,Mufti Button Down Plain Full Sleeves Shirt,6052,Mufti,Navy,MensCasualShirts,"Perfect for the season, very chic.",https://www.amazon.in/Mufti-Button-Plain-Sleeves-Shirt/dp/B078T7Q561/,https://images-na.ssl-images-amazon.com/images/I/4100UPCnFdL.jpg|https://images-na.ssl-images-amazon.com/images/I/41dFDEdfFeL.jpg|https://images-na.ssl-images-amazon.com/images/I/41QU9Dnsz%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/41mXTyeH2dL.jpg,perfect season chic,1,1
9445,United Colors of Benetton Men's Solid Slim Fit Casual Shirt,591,AZAD DYEING,Pool Blue,MensCasualShirts,Soft fabric and vibrant color.,https://www.amazon.in/United-Colors-Benetton-Regular-18A5EC10U008I_B39_L_Pool/dp/B07DMP91TS/,https://images-na.ssl-images-amazon.com/images/I/415coWxLQHL.jpg|https://images-na.ssl-images-amazon.com/images/I/41pmM%2BVDISL.jpg|https://images-na.ssl-images-amazon.com/images/I/41KHUOOBMLL.jpg|https://images-na.ssl-images-amazon.com/images/I/31mvX6RWQCL.jpg,soft fabric vibrant color,1,1
9462,Red Tape Men's Solid Regular fit Casual Shirt,605,Fashitude,Green,MensCasualShirts,"Too tight, uncomfortable fit.",https://www.amazon.in/Red-Tape-Regular-Casual-RSF8941_Black_Large/dp/B07P7N9HRP/,https://images-na.ssl-images-amazon.com/images/I/31coGdgrtqL.jpg|https://images-na.ssl-images-amazon.com/images/I/31UkRuduNEL.jpg|https://images-na.ssl-images-amazon.com/images/I/31kbJRPoO%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/31LqTCvGsKL.jpg|https://images-na.ssl-images-amazon.com/images/I/317T0y%2BzMeL.jpg,tight uncomfortable fit,-1,-1
9476,DJ&C Men's Basic Stretch Skinny Fit Jeans,699,DJ&C By FBB,Blue,MensJeans,Excellent!,https://www.amazon.in/DJ-Basic-Stretch-8907403145951_Basic-Black_32W/dp/B01AA3IS9Q/,https://images-na.ssl-images-amazon.com/images/I/31twWrDd%2B2L.jpg|https://images-na.ssl-images-amazon.com/images/I/31blnSYwcUL.jpg,excellent,1,1
9478,Lee Cooper Men's Regular fit Casual Shirt,799,AVN JEWELLERS,Magenta,MensCasualShirts,Love it!,https://www.amazon.in/Lee-Cooper-Checkered-Regular-LCOSH645NAVY_Navy_XXL/dp/B07S2FQGKJ/,https://images-na.ssl-images-amazon.com/images/I/51Z-oSgRvML.jpg|https://images-na.ssl-images-amazon.com/images/I/41Fm7i5SwAL.jpg|https://images-na.ssl-images-amazon.com/images/I/51bcKV8tFsL.jpg|https://images-na.ssl-images-amazon.com/images/I/41LxzpAJHeL.jpg,love,1,1
9504,United Colors of Benetton Men's Printed Slim fit Casual Shirt,237,MJ's Urban Glamour,Blue,MensCasualShirts,Soft fabric and vibrant color.,https://www.amazon.in/United-Colors-Benetton-Printed-19P5FN10U008I_904_Black_L/dp/B07L5XKH3Y/,https://images-na.ssl-images-amazon.com/images/I/41gijJ5pkrL.jpg|https://images-na.ssl-images-amazon.com/images/I/41vHepxsenL.jpg|https://images-na.ssl-images-amazon.com/images/I/51q7DRYeMTL.jpg|https://images-na.ssl-images-amazon.com/images/I/418COJ7vpEL.jpg,soft fabric vibrant color,1,1
9536,Lafantar Men's Solid Slim Fit Casual Shirt (dms44d_Blue_X-Small),899,Lafantar,Poppy Red,MensCasualShirts,Fast shipping and great service.,https://www.amazon.in/Fasnoya-Lafantar-Casual-Shirt-dms44d-l_Blue_Large/dp/B01C67NBRS/,https://images-na.ssl-images-amazon.com/images/I/51kZQB9fkYL.jpg|https://images-na.ssl-images-amazon.com/images/I/51YLu7n1PtL.jpg|https://images-na.ssl-images-amazon.com/images/I/51IOtgZ0ALL.jpg|https://images-na.ssl-images-amazon.com/images/I/41QIVc4y6oL.jpg,fast shipping great service,1,1
9546,blackberrys Men's Checkered Slim Fit Casual Shirt,789,Sona Fashion,White,MensCasualShirts,"Not satisfied with the purchase, returning it.",https://www.amazon.in/blackberrys-Checkered-Casual-ESCC3173R3NA18FL42_Dark-Red_42/dp/B07F5L55P6/,https://images-na.ssl-images-amazon.com/images/I/41adX9jXsDL.jpg|https://images-na.ssl-images-amazon.com/images/I/411OA4uTvPL.jpg|https://images-na.ssl-images-amazon.com/images/I/51V7SWlyNfL.jpg|https://images-na.ssl-images-amazon.com/images/I/5111KWk-9CL.jpg|https://images-na.ssl-images-amazon.com/images/I/41M037QFZyL.jpg,satisfied purchase returning,1,1
9556,"L,Zard Men's Stretchable Fabric Light Blue Slim Fit Jeans",499,"L,Zard",Black/Tango Red,MensJeans,"Perfect for the season, very chic.",https://www.amazon.in/Zard-Stretchable-Fabric-Light-Jeans/dp/B07MV7CS22/,https://images-na.ssl-images-amazon.com/images/I/4104C6LyKgL.jpg|https://images-na.ssl-images-amazon.com/images/I/41CjYFiNp8L.jpg|https://images-na.ssl-images-amazon.com/images/I/51Vr5zanFHL.jpg|https://images-na.ssl-images-amazon.com/images/I/41O%2BFRFS53L.jpg,perfect season chic,1,1
9558,Celio Men's Cotton Casual Shirt,1439,Celio,Light Pink,MensCasualShirts,Fabric pilled after a few wears.,https://www.amazon.in/Celio-Cotton-Casual-Shirt-3596653501089_BASTORY_Small_Multi-Color/dp/B00XMTQAU0/,https://images-na.ssl-images-amazon.com/images/I/51S-Ar0yp9L.jpg|https://images-na.ssl-images-amazon.com/images/I/41yffCrvTlL.jpg|https://images-na.ssl-images-amazon.com/images/I/61O-QBiCNFL.jpg|https://images-na.ssl-images-amazon.com/images/I/41FjjKjUP3L.jpg,fabric pilled wear,0,0
9633,Cherokee Men's Skinny Fit Jeans,224,Crazy Punch,Turquoise Blue,MensJeans,"Amazing fit, looks great!",https://www.amazon.in/Cherokee-Unlimited-Skinny-Jeans-400018162361_Blue_32W/dp/B07L6KBVVB/,https://images-na.ssl-images-amazon.com/images/I/411Ykf-AiZL.jpg|https://images-na.ssl-images-amazon.com/images/I/41y4Sw5WQzL.jpg|https://images-na.ssl-images-amazon.com/images/I/51s4YT-OUhL.jpg|https://images-na.ssl-images-amazon.com/images/I/51diNdxAjVL.jpg|https://images-na.ssl-images-amazon.com/images/I/51yTHgYVFgL.jpg|https://images-na.ssl-images-amazon.com/images/I/314pOhRazDL.jpg|https://images-na.ssl-images-amazon.com/images/I/61N8IcxJdaL.jpg,amazing fit look great,1,1
9660,Celio Men's Checkered Slim Fit Casual Shirt,752,Celio,"Royl Blue, Black",MensCasualShirts,"Beautiful and stylish, highly recommend!",https://www.amazon.in/Celio-Checkered-Casual-Shirt-3596654800525_Indigo_Medium/dp/B079QNLFCQ/,https://images-na.ssl-images-amazon.com/images/I/41Hctleo1bL.jpg|https://images-na.ssl-images-amazon.com/images/I/41lKgUXdX2L.jpg|https://images-na.ssl-images-amazon.com/images/I/51JwEFdBJjL.jpg|https://images-na.ssl-images-amazon.com/images/I/41L10pb%2B2gL.jpg,beautiful stylish highly recommend,1,1
9674,Mufti Men's Checkered Slim Fit Casual Shirt,392,Mufti,Blue,MensCasualShirts,"Comfortable and stylish, love it!",https://www.amazon.in/Mufti-Checkered-Casual-Shirt-MFS-9563-H-04-GREEN-L_Sea-Green_Large/dp/B07P27P61G/,https://images-na.ssl-images-amazon.com/images/I/41h0%2BYKGxzL.jpg|https://images-na.ssl-images-amazon.com/images/I/418sXrVo2ZL.jpg|https://images-na.ssl-images-amazon.com/images/I/41o5gX%2B%2BIUL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Tc5CgmSLL.jpg|https://images-na.ssl-images-amazon.com/images/I/41NwQkRc4nL.jpg|https://images-na.ssl-images-amazon.com/images/I/51lAvmy9PWL.jpg|https://images-na.ssl-images-amazon.com/images/I/61o7PsTTTYL.jpg,comfortable stylish love,1,1
9703,Parx Men's Plain Slim Fit Casual Shirt,999,Exemaba,OM GREY,MensCasualShirts,Soft fabric and vibrant color.,https://www.amazon.in/Parx-Plain-Casual-XMSS07644-B4_Medium-Blue_40/dp/B07FLBC1BH/,https://images-na.ssl-images-amazon.com/images/I/41zQEN6NsKL.jpg|https://images-na.ssl-images-amazon.com/images/I/410lSxU0MsL.jpg|https://images-na.ssl-images-amazon.com/images/I/4161k6sRKdL.jpg|https://images-na.ssl-images-amazon.com/images/I/51zkMQxHvCL.jpg,soft fabric vibrant color,1,1
9704,Zeal Men Full Sleeve Checkered Cotton Slim Fit Smart Red Casual Shirt,389,Zeal,Olive,MensCasualShirts,"Fits like a glove, very flattering.",https://www.amazon.in/Zeal-Sleeve-Checkered-Cotton-Casual/dp/B07XMSHK92/,https://images-na.ssl-images-amazon.com/images/I/41nVS5%2BnVUL.jpg|https://images-na.ssl-images-amazon.com/images/I/31TxI5KDy3L.jpg|https://images-na.ssl-images-amazon.com/images/I/41ZjBENiswL.jpg|https://images-na.ssl-images-amazon.com/images/I/51hAYmfjCuL.jpg|https://images-na.ssl-images-amazon.com/images/I/41r8vxFn5AL.jpg|https://images-na.ssl-images-amazon.com/images/I/41IxZm9kY1L.jpg|https://images-na.ssl-images-amazon.com/images/I/41EKFPiuEcL.jpg,fit like glove flattering,1,1
9729,People Men's Slim fit Casual Shirt,399,winter beanies,Black,MensCasualShirts,"Beautiful and stylish, highly recommend!",https://www.amazon.in/People-Solid-Casual-Shirt-P1C216319CLN712_Red_42/dp/B07N27YBTH/,https://images-na.ssl-images-amazon.com/images/I/316z1D2ntZL.jpg|https://images-na.ssl-images-amazon.com/images/I/41LFkPblbbL.jpg|https://images-na.ssl-images-amazon.com/images/I/41tYf89HklL.jpg|https://images-na.ssl-images-amazon.com/images/I/41NHXvomYHL.jpg|https://images-na.ssl-images-amazon.com/images/I/314FNlh3C2L.jpg|https://images-na.ssl-images-amazon.com/images/I/31w-N8ZdXRL.jpg,beautiful stylish highly recommend,1,1
9739,Lee X-Line Men's Checkered Slim fit Casual Shirt,596,Red Dust Active,Pink_1,MensCasualShirts,"Perfect for the season, very chic.",https://www.amazon.in/Lee-X-Line-Checkered-Casual-L37475CB0K14_Yellow_Small/dp/B07M6R5YLJ/,https://images-na.ssl-images-amazon.com/images/I/51n6RD39PhL.jpg|https://images-na.ssl-images-amazon.com/images/I/51NdXMJ1XiL.jpg|https://images-na.ssl-images-amazon.com/images/I/515%2BsUJUdCL.jpg|https://images-na.ssl-images-amazon.com/images/I/418H64I28dL.jpg,perfect season chic,1,1
9749,Burnside Men's Vector Buffalo Plaid Flannel Long Sleeve Shirt,399,Burnside,Beige,MensCasualShirts,"Great quality, fits perfectly!",https://www.amazon.in/Burnside-Vector-Buffalo-Sleeve-Flannel/dp/B01GUZPT4A/,https://images-na.ssl-images-amazon.com/images/I/51yIRQdwzcL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Tw%2BC-lYeL.jpg,great quality fit perfectly,1,1
9815,Peter England Men's Plain Slim Fit Casual Shirt,899,VS FASHION,Navy blue,MensCasualShirts,"Unpleasant odor, had to wash multiple times.",https://www.amazon.in/Peter-England-Casual-PCSFCSLFB75586_Dark-Blue_42/dp/B07F4718MH/,https://images-na.ssl-images-amazon.com/images/I/41M7efDbUZL.jpg|https://images-na.ssl-images-amazon.com/images/I/51%2BacIOwTOL.jpg|https://images-na.ssl-images-amazon.com/images/I/51XzqE9L%2BbL.jpg|https://images-na.ssl-images-amazon.com/images/I/41lA5aXKnVL.jpg,unpleasant odor wash multiple time,-1,1
9838,Pepe Jeans Men's Casual Shirt,599,ATTIRE FASHIONS,Khaki,MensCasualShirts,"Material feels cheap, not worth the price.",https://www.amazon.in/Pepe-Jeans-Casual-Shirt-8907557313862_PIMW200098_Rust_Medium/dp/B073VT64GL/,https://images-na.ssl-images-amazon.com/images/I/41EzojToh4L.jpg|https://images-na.ssl-images-amazon.com/images/I/31jrUSNiaUL.jpg|https://images-na.ssl-images-amazon.com/images/I/41VcsKrwRaL.jpg|https://images-na.ssl-images-amazon.com/images/I/31C220gF5sL.jpg,material feel cheap worth price,1,1
9870,Wrangler Men's Slim fit Casual Shirt,3609,RS COLLECTION,Grey Mel and White,MensCasualShirts,"Lovely texture, feels luxurious.",https://www.amazon.in/Wrangler-Solid-Casual-Shirt-W3286410401Z00L_Jsw-Navy_L/dp/B07T24V7BT/,https://images-na.ssl-images-amazon.com/images/I/31tAW4EDrUL.jpg|https://images-na.ssl-images-amazon.com/images/I/31VF1WV-WzL.jpg|https://images-na.ssl-images-amazon.com/images/I/31MuOhiH6mL.jpg|https://images-na.ssl-images-amazon.com/images/I/311deD%2BHjlL.jpg,lovely texture feel luxurious,1,1
9880,Flying Machine Men's Printed Slim Fit Casual Shirt,599,Chowdaheadz,Maroon,MensCasualShirts,"Lovely texture, feels luxurious.",https://www.amazon.in/Flying-Machine-Printed-Casual-FMSH8040_Green_XX-Large/dp/B078GQYTLV/,https://images-na.ssl-images-amazon.com/images/I/51aLatFrVvL.jpg|https://images-na.ssl-images-amazon.com/images/I/51SOhIQs%2BxL.jpg|https://images-na.ssl-images-amazon.com/images/I/61177TMZXaL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Jw3zA8ScL.jpg|https://images-na.ssl-images-amazon.com/images/I/41jXxRNMuBL.jpg,lovely texture feel luxurious,1,1
9954,Stylox Men’s Regular Slim Fit Dark Blue Jeans,1549,STYLOX,Grey,MensJeans,Looks different from the pictures.,https://www.amazon.in/Stylox-Mens-Denim-Regular-Jeans/dp/B075JHCJB7/,https://images-na.ssl-images-amazon.com/images/I/417yCAjGkkL.jpg|https://images-na.ssl-images-amazon.com/images/I/41PhbB-CWGL.jpg|https://images-na.ssl-images-amazon.com/images/I/415b1FJo4xL.jpg|https://images-na.ssl-images-amazon.com/images/I/31yDlTCQBfL.jpg,look different picture,0,0
9967,Indian Terrain Men's Checkered Regular Fit Casual Shirt,510,Indian Terrain,Navy,MensCasualShirts,"Very trendy, received many compliments.",https://www.amazon.in/Indian-Terrain-Checkered-Regular-ITMSH00531-8907755169346_Brown_Small/dp/B07FF4DPL6/,https://images-na.ssl-images-amazon.com/images/I/4141-wMTttL.jpg|https://images-na.ssl-images-amazon.com/images/I/41glPQRU5xL.jpg|https://images-na.ssl-images-amazon.com/images/I/51AlBy%2BaeAL.jpg|https://images-na.ssl-images-amazon.com/images/I/41bPAXjTIhL.jpg|https://images-na.ssl-images-amazon.com/images/I/51ttvXjoh2L.jpg,trendy received many compliment,1,1
9994,"American Smith Men's Casual Printed Poplin Shirt (Size M, L, XL, 2XL)",2000,American Smith,Grey,MensCasualShirts,Love it!,https://www.amazon.in/American-Smith-Casual-Printed-Poplin/dp/B07YDVCRY2/,https://images-na.ssl-images-amazon.com/images/I/41%2BmV8iBRKL.jpg|https://images-na.ssl-images-amazon.com/images/I/41NGqsKOB0L.jpg|https://images-na.ssl-images-amazon.com/images/I/41Uc9Mz3dNL.jpg|https://images-na.ssl-images-amazon.com/images/I/513ZvCgZz9L.jpg,love,1,1
10001,THANGAMAGAN Men's FULLHAND Shirt,1249,THANGAMAGAN,TAN,MensCasualShirts,"Size runs a bit small, order one size up.",https://www.amazon.in/THANGAMAGAN-MENS-SHIRT-MAROON-SIZE/dp/B07B4W38NK/,https://images-na.ssl-images-amazon.com/images/I/415wtm4sovL.jpg|https://images-na.ssl-images-amazon.com/images/I/41iZrEDhaZL.jpg|https://images-na.ssl-images-amazon.com/images/I/41uw9-5LNgL.jpg|https://images-na.ssl-images-amazon.com/images/I/61JQn24g7WL.jpg,size run bit small order one size,-1,-1
10033,Spykar Men's Solid Slim Fit Casual Shirt,1951,POSSH,Navy Blue,MensCasualShirts,Price is too high for the quality.,https://www.amazon.in/Spykar-Solid-Casual-Shirt-MSH-01AH-168_Navy_X-Large/dp/B07DG3HW6J/,https://images-na.ssl-images-amazon.com/images/I/41tF4kTjL3L.jpg|https://images-na.ssl-images-amazon.com/images/I/412dFLdgrvL.jpg|https://images-na.ssl-images-amazon.com/images/I/41GqbBcPtML.jpg|https://images-na.ssl-images-amazon.com/images/I/41rasnt7QcL.jpg|https://images-na.ssl-images-amazon.com/images/I/41wP-Bb81UL.jpg|https://images-na.ssl-images-amazon.com/images/I/31Qt%2Bh9MX7L.jpg,price high quality,1,1
10042,"Dickies Men's Big-Tall Relaxed Fit Jean, Indigo Blue/Blue, 50x30",605,Dickies,Charcoal Grey,MensJeans,Amazing!,https://www.amazon.in/Dickies-Big-Tall-Relaxed-Indigo-50x30/dp/B00091RBSE/,https://images-na.ssl-images-amazon.com/images/I/414Mnkc3ZLL.jpg|https://images-na.ssl-images-amazon.com/images/I/41AhT6RcYwL.jpg,amazing,1,1
10055,Red Tape Men's Regular fit Casual Shirt,6399,Urban Fashion Bank,Black-Maroon,MensCasualShirts,Fabric shrinks after washing.,https://www.amazon.in/Red-Tape-Regular-Casual-RSF8524A_Royal/dp/B07WNGBXQN/,https://images-na.ssl-images-amazon.com/images/I/41XZjPKor6L.jpg|https://images-na.ssl-images-amazon.com/images/I/41iyf%2B0ci9L.jpg|https://images-na.ssl-images-amazon.com/images/I/41tE8xO7GKL.jpg|https://images-na.ssl-images-amazon.com/images/I/31H-I51WNyL.jpg|https://images-na.ssl-images-amazon.com/images/I/61BUDPvkOgL.jpg,fabric shrink washing,0,0
10059,Jack & Jones Men's Casual Shirt,618,HIBISCUS,Orange,MensCasualShirts,"Exactly as described, very satisfied.",https://www.amazon.in/Jack-Jones-Casual-5713610261666_12125634Fiery-Red_X-Large/dp/B06XQKY7LV/,https://images-na.ssl-images-amazon.com/images/I/51EPUlSw97L.jpg|https://images-na.ssl-images-amazon.com/images/I/51ajXahpKoL.jpg,exactly described satisfied,1,1
10062,blackberrys Men's Solid Slim Fit Casual Shirt,411,Carrolls Irish Gifts,Blue,MensCasualShirts,"Too tight, uncomfortable fit.",https://www.amazon.in/blackberrys-Solid-Casual-Shirt-ESCC3429B2NS18FL39_Blue/dp/B079654HGC/,https://images-na.ssl-images-amazon.com/images/I/41GdopCYY2L.jpg|https://images-na.ssl-images-amazon.com/images/I/41FUEfrn9EL.jpg|https://images-na.ssl-images-amazon.com/images/I/41pDbXvTwOL.jpg|https://images-na.ssl-images-amazon.com/images/I/31uT2TkjDUL.jpg,tight uncomfortable fit,-1,-1
10068,Colorplus Printed Black Regular Fit Regular Collar Full Sleeve Shirt,1195,Colorplus,Chiku,MensCasualShirts,"Exactly as described, very satisfied.",https://www.amazon.in/Colorplus-Printed-Formal-Shirt-COSQ01027-K2_Black_00L/dp/B07DT7CCLD/,https://images-na.ssl-images-amazon.com/images/I/41dl7tQlcGL.jpg|https://images-na.ssl-images-amazon.com/images/I/41UV5MBHckL.jpg|https://images-na.ssl-images-amazon.com/images/I/41EOuQ%2BlTpL.jpg|https://images-na.ssl-images-amazon.com/images/I/41%2Ba3nSda2L.jpg,exactly described satisfied,1,1
10070,Newport Men's Slim Fit Jeans,310,NEWPORT,Maroon,MensJeans,"Too tight, uncomfortable fit.",https://www.amazon.in/Newport-Unlimited-Jeans-8907542299263_269997131_32W-32L_Blue/dp/B01MXV62PS/,https://images-na.ssl-images-amazon.com/images/I/419SC2GFSpL.jpg|https://images-na.ssl-images-amazon.com/images/I/31nhgC7ktOL.jpg|https://images-na.ssl-images-amazon.com/images/I/41ws4KjW4kL.jpg|https://images-na.ssl-images-amazon.com/images/I/51qL7UZVIXL.jpg|https://images-na.ssl-images-amazon.com/images/I/51JrCTr1eNL.jpg|https://images-na.ssl-images-amazon.com/images/I/41sYvgHMa2L.jpg|https://images-na.ssl-images-amazon.com/images/I/31Ees7ByrrL.jpg,tight uncomfortable fit,-1,-1
10090,SHOWOFF Mens White Printed Casual Shirts,519,SHOWOFF,Blue,MensCasualShirts,Fast shipping and great service.,https://www.amazon.in/SHOWOFF-Linen-Sleeves-Printed-Casual/dp/B01N2IO9G8/,https://images-na.ssl-images-amazon.com/images/I/51N-NRSmLvL.jpg|https://images-na.ssl-images-amazon.com/images/I/41cHBxo6TbL.jpg|https://images-na.ssl-images-amazon.com/images/I/51STejDjVmL.jpg|https://images-na.ssl-images-amazon.com/images/I/51TETpAjChL.jpg,fast shipping great service,1,1
10123,United Colors of Benetton Men's Printed Slim fit Casual Shirt,599,AASIYA,GREY MELANGE/BLACK,MensCasualShirts,"Stylish and affordable, great buy.",https://www.amazon.in/United-Colors-Benetton-Printed-19P5FN10U008I_905_White_XL/dp/B07L5VJSNY/,https://images-na.ssl-images-amazon.com/images/I/518SYqSyD0L.jpg|https://images-na.ssl-images-amazon.com/images/I/41RrX8ei%2BBL.jpg|https://images-na.ssl-images-amazon.com/images/I/513OcQoaARL.jpg|https://images-na.ssl-images-amazon.com/images/I/31tf11bvWYL.jpg,stylish affordable great buy,1,1
10164,People Men's Plain Slim Fit Casual Shirt,581,SightBomb,assorted,MensCasualShirts,"Exactly as described, very satisfied.",https://www.amazon.in/People-Plain-Casual-Shirt-PMWFS08CR518424x-large_Olive_44/dp/B07G5SMFTF/,https://images-na.ssl-images-amazon.com/images/I/41K8Xfhf4BL.jpg|https://images-na.ssl-images-amazon.com/images/I/31Yy2WUvt7L.jpg|https://images-na.ssl-images-amazon.com/images/I/412hN5k3g1L.jpg|https://images-na.ssl-images-amazon.com/images/I/41WYiMyMZNL.jpg|https://images-na.ssl-images-amazon.com/images/I/31GPxQvSKnL.jpg,exactly described satisfied,1,1
10186,Waiverson Slim Fit Men's Dark Blue Jeans,1799,Waiverson,Yellow,MensJeans,"Color is not as expected, but overall good.",https://www.amazon.in/Waiverson-Slim-Mens-Dark-Jeans/dp/B07F9Y2DN2/,https://images-na.ssl-images-amazon.com/images/I/41hFKot28YL.jpg|https://images-na.ssl-images-amazon.com/images/I/41QFNqv8zCL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Hm-ON6q0L.jpg|https://images-na.ssl-images-amazon.com/images/I/41WdUG7B%2BwL.jpg,color expected overall good,1,1
10192,Peter England Men's Solid Slim fit Casual Shirt,998,High Hill,Pitch Black,MensCasualShirts,"Not satisfied with the purchase, returning it.",https://www.amazon.in/Peter-England-Solid-Casual-PCSFCSSPB30322_White_42/dp/B07M8LT2PX/,https://images-na.ssl-images-amazon.com/images/I/31fjGOpxOFL.jpg|https://images-na.ssl-images-amazon.com/images/I/31d1M5BpLQL.jpg|https://images-na.ssl-images-amazon.com/images/I/31tOWhLPQkL.jpg|https://images-na.ssl-images-amazon.com/images/I/31gT3xD1k8L.jpg|https://images-na.ssl-images-amazon.com/images/I/21EyWcyIW6L.jpg,satisfied purchase returning,1,1
10198,ABOF Men's Slim fit Jeans,490,ABOF,Green,MensJeans,Fantastic!,https://www.amazon.in/ABOF-Mens-Slim-Jeans-BOA19AMCWJS5044252_Indigo_34/dp/B07W4W3JD2/,https://images-na.ssl-images-amazon.com/images/I/41JROraYsQL.jpg|https://images-na.ssl-images-amazon.com/images/I/41gauY4lvoL.jpg|https://images-na.ssl-images-amazon.com/images/I/41NHq7WWCvL.jpg|https://images-na.ssl-images-amazon.com/images/I/51DxHwyHCSL.jpg|https://images-na.ssl-images-amazon.com/images/I/51lGjyECflL.jpg|https://images-na.ssl-images-amazon.com/images/I/410xzg73B-L.jpg|https://images-na.ssl-images-amazon.com/images/I/410sgPF61gL.jpg|https://images-na.ssl-images-amazon.com/images/I/61syDJlPSBL.jpg,fantastic,1,1
10250,Colorplus Printed Slim Fit Cutaway Collar Full Sleeve Shirts,949,Colorplus,Pink,MensCasualShirts,Fantastic!,https://www.amazon.in/Colorplus-Plain-Casual-CMSS26998-B4_Medium-Blue_0XL/dp/B07M5TBVBJ/,https://images-na.ssl-images-amazon.com/images/I/41NeWusKJGL.jpg|https://images-na.ssl-images-amazon.com/images/I/41lQ%2Bz3YhXL.jpg|https://images-na.ssl-images-amazon.com/images/I/41OJ24m-8lL.jpg|https://images-na.ssl-images-amazon.com/images/I/31uXMTgR%2BmL.jpg,fantastic,1,1
10264,TOMMY HILFIGER Men's Casual Shirt,871,9teenAGAIN,Black,MensCasualShirts,"Not satisfied with the purchase, returning it.",https://www.amazon.in/Tommy-Hilfiger-Casual-Shirt-8903876876927_P6AMW095_Large_Navy/dp/B01BFEFD0G/,https://images-na.ssl-images-amazon.com/images/I/416E4ASoaNL.jpg|https://images-na.ssl-images-amazon.com/images/I/41OtgUrL3ML.jpg|https://images-na.ssl-images-amazon.com/images/I/51c1v-yTF1L.jpg|https://images-na.ssl-images-amazon.com/images/I/41qu7dxlZnL.jpg,satisfied purchase returning,1,1
10270,Celio Men's Checkered Regular Fit Casual Shirt,2169,Celio,Noir,MensCasualShirts,Looks different from the pictures.,https://www.amazon.in/Celio-Checkered-Regular-Casual-3596654823661_Indigo_Large/dp/B079QMVDCW/,https://images-na.ssl-images-amazon.com/images/I/414kqn3zdTL.jpg|https://images-na.ssl-images-amazon.com/images/I/41UT83SLfvL.jpg|https://images-na.ssl-images-amazon.com/images/I/51tTn6-W7OL.jpg|https://images-na.ssl-images-amazon.com/images/I/31yG9MAuSIL.jpg,look different picture,0,0
10328,Newport University Men's Slim Fit Jeans (NUJN1002A Blue Light wash_30),299,Dhyey Fashion,Yellow,MensJeans,"Fantastic quality, will purchase more.",https://www.amazon.in/Newport-University-Jeans-NUJN1002A-wash_30/dp/B07PMSDG2J/,https://images-na.ssl-images-amazon.com/images/I/41DtLy-QWVL.jpg|https://images-na.ssl-images-amazon.com/images/I/31cc-qat-4L.jpg|https://images-na.ssl-images-amazon.com/images/I/51IKttOb1OL.jpg|https://images-na.ssl-images-amazon.com/images/I/51ng8s9X9lL.jpg|https://images-na.ssl-images-amazon.com/images/I/311GrrkSLLL.jpg,fantastic quality purchase,1,1
10335,PP Shirts Men White Coloured Checks Shirt,499,PP Shirts,Black Iris(Navy Blue),MensCasualShirts,"Beautiful and stylish, highly recommend!",https://www.amazon.in/PP-Shirts-White-Coloured-Checks/dp/B07YG62GLX/,https://images-na.ssl-images-amazon.com/images/I/51HE4n4-lWL.jpg|https://images-na.ssl-images-amazon.com/images/I/51mKNN5y4AL.jpg|https://images-na.ssl-images-amazon.com/images/I/51zZI%2Bgb7KL.jpg|https://images-na.ssl-images-amazon.com/images/I/51tzTjI6jqL.jpg|https://images-na.ssl-images-amazon.com/images/I/51lh7Gs1UZL.jpg,beautiful stylish highly recommend,1,1
